,serial_no,date,delta_t_ms,on-off,active_power_mw,output_voltage_v,output_current_ma,cg_temperature_cel,output_voltage_on_off,output_current_on_off,active_power_on_off
198787,30,2022-07-16 08:26:40,841,0.0,13.0,0.0,0.0,0.0,0,0,0
198789,30,2022-07-16 08:26:40,843,0.0,13.0,0.0,0.0,-20.0,0,0,0
198791,30,2022-07-16 08:26:40,841,0.0,13.0,0.0,0.0,-50.0,0,0,0
198889,30,2022-07-16 08:26:40,840,0.0,13.0,0.0,0.0,-150.0,0,0,0
198793,30,2022-07-16 08:26:40,841,0.0,13.0,0.0,0.0,-70.0,0,0,0
198795,30,2022-07-16 08:26:40,874,0.0,13.0,0.0,0.0,-70.0,0,0,0
198797,30,2022-07-16 08:26:40,841,0.0,13.0,0.0,0.0,-100.0,0,0,0
198799,30,2022-07-16 08:26:40,842,0.0,13.0,0.0,0.0,-100.0,0,0,0
198801,30,2022-07-16 08:26:40,842,0.0,13.0,0.0,0.0,-130.0,0,0,0
198803,30,2022-07-16 08:26:40,841,0.0,13.0,0.0,0.0,-130.0,0,0,0
198807,30,2022-07-16 08:26:40,842,0.0,13.0,0.0,0.0,-150.0,0,0,0
198895,30,2022-07-16 08:26:40,874,0.0,13.0,0.0,0.0,-150.0,0,0,0
198926,30,2022-07-16 08:26:40,680,1.0,19988.0,1365.0,13990.0,670.0,1,1,1
198929,30,2022-07-16 08:26:40,680,1.0,20013.0,1365.0,13990.0,750.0,1,1,1
198930,30,2022-07-16 08:26:40,13100,1.0,,,,,0,0,0
198932,30,2022-07-16 08:26:40,680,1.0,20028.0,1365.0,13990.0,790.0,1,1,1
198934,30,2022-07-16 08:26:40,680,1.0,2004.0,1365.0,13990.0,830.0,1,1,0
198924,30,2022-07-16 08:26:40,680,1.0,1996.0,1366.0,13990.0,610.0,1,1,0
198938,30,2022-07-16 08:26:40,680,1.0,20062.0,1365.0,13990.0,870.0,1,1,1
198940,30,2022-07-16 08:26:40,681,1.0,20068.0,1364.0,13990.0,870.0,1,1,1
198942,30,2022-07-16 08:26:40,681,1.0,20077.0,1364.0,13990.0,890.0,1,1,1
198944,30,2022-07-16 08:26:40,682,1.0,20083.0,1364.0,13990.0,910.0,1,1,1
198936,30,2022-07-16 08:26:40,682,1.0,20054.0,1365.0,13990.0,850.0,1,1,1
198948,30,2022-07-16 08:26:40,681,1.0,20097.0,1364.0,13990.0,930.0,1,1,1
198897,30,2022-07-16 08:26:40,843,0.0,13.0,0.0,0.0,-150.0,0,0,0
198903,30,2022-07-16 08:26:40,679,1.0,2006.0,1377.0,13990.0,-90.0,1,1,0
198904,30,2022-07-16 08:26:40,13139,1.0,,,,,0,0,0
198922,30,2022-07-16 08:26:40,682,1.0,19936.0,1366.0,13990.0,530.0,1,1,1
198906,30,2022-07-16 08:26:40,680,1.0,19957.0,1373.0,13990.0,-50.0,1,1,1
198908,30,2022-07-16 08:26:40,681,1.0,19919.0,1372.0,13990.0,,1,1,1
198910,30,2022-07-16 08:26:40,689,1.0,19892.0,1370.0,13990.0,50.0,1,1,1
198918,30,2022-07-16 08:26:40,679,1.0,19893.0,1367.0,13990.0,350.0,1,1,1
198920,30,2022-07-16 08:26:40,682,1.0,1991.0,1367.0,13990.0,450.0,1,1,0
198914,30,2022-07-16 08:26:40,680,1.0,19873.0,1369.0,13990.0,190.0,1,1,1
198912,30,2022-07-16 08:26:40,680,1.0,19875.0,1370.0,13990.0,110.0,1,1,1
198916,30,2022-07-16 08:26:40,680,1.0,19879.0,1368.0,13990.0,270.0,1,1,1
199315,30,2022-07-16 11:13:20,908,0.0,13.0,0.0,0.0,880.0,0,0,0
199317,30,2022-07-16 11:13:20,843,0.0,13.0,0.0,0.0,850.0,0,0,0
199319,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,770.0,0,0,0
199321,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,700.0,0,0,0
199335,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,250.0,0,0,0
199325,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,550.0,0,0,0
199327,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,490.0,0,0,0
199329,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,420.0,0,0,0
199331,30,2022-07-16 11:13:20,843,0.0,13.0,0.0,0.0,350.0,0,0,0
199333,30,2022-07-16 11:13:20,843,0.0,13.0,0.0,0.0,300.0,0,0,0
199323,30,2022-07-16 11:13:20,843,0.0,13.0,0.0,0.0,630.0,0,0,0
199313,30,2022-07-16 11:13:20,844,0.0,13.0,0.0,0.0,930.0,0,0,0
199300,30,2022-07-16 11:13:20,681,1.0,20154.0,1366.0,13990.0,980.0,1,1,1
199278,30,2022-07-16 11:13:20,681,1.0,20133.0,1364.0,13990.0,990.0,1,1,1
199282,30,2022-07-16 11:13:20,682,1.0,20136.0,1364.0,13990.0,990.0,1,1,1
199284,30,2022-07-16 11:13:20,682,1.0,20132.0,1364.0,13990.0,990.0,1,1,1
199292,30,2022-07-16 11:13:20,682,1.0,20134.0,1364.0,13990.0,990.0,1,1,1
199294,30,2022-07-16 11:13:20,843,0.0,13.0,0.0,0.0,960.0,0,0,0
199296,30,2022-07-16 11:13:20,680,1.0,20282.0,1371.0,13990.0,980.0,1,1,1
199302,30,2022-07-16 11:13:20,681,1.0,20151.0,1366.0,13990.0,980.0,1,1,1
199304,30,2022-07-16 11:13:20,682,1.0,20149.0,1366.0,13990.0,980.0,1,1,1
199306,30,2022-07-16 11:13:20,843,0.0,13.0,0.0,0.0,940.0,0,0,0
199308,30,2022-07-16 11:13:20,682,1.0,20292.0,1372.0,13990.0,960.0,1,1,1
199310,30,2022-07-16 11:13:20,681,1.0,2018.0,1368.0,13990.0,960.0,1,1,0
199298,30,2022-07-16 11:13:20,681,1.0,20175.0,1367.0,13990.0,970.0,1,1,1
199337,30,2022-07-16 11:13:20,841,0.0,13.0,0.0,0.0,190.0,0,0,0
199367,30,2022-07-16 11:13:20,841,0.0,13.0,0.0,0.0,-140.0,0,0,0
199339,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,160.0,0,0,0
199389,30,2022-07-16 11:13:20,843,0.0,13.0,0.0,0.0,-160.0,0,0,0
199391,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,-180.0,0,0,0
199395,30,2022-07-16 11:13:20,841,0.0,13.0,0.0,0.0,-180.0,0,0,0
199399,30,2022-07-16 11:13:20,843,0.0,13.0,0.0,0.0,-180.0,0,0,0
199405,30,2022-07-16 11:13:20,883,0.0,13.0,0.0,0.0,-180.0,0,0,0
199419,30,2022-07-16 11:13:20,852,0.0,13.0,0.0,0.0,-180.0,0,0,0
199425,30,2022-07-16 11:13:20,844,0.0,13.0,0.0,0.0,-180.0,0,0,0
199427,30,2022-07-16 11:13:20,885,0.0,13.0,0.0,0.0,-180.0,0,0,0
199437,30,2022-07-16 11:13:20,882,0.0,13.0,0.0,0.0,-180.0,0,0,0
199445,30,2022-07-16 11:13:20,709,1.0,20287.0,1384.0,13990.0,-140.0,1,1,1
199447,30,2022-07-16 11:13:20,701,1.0,20348.0,1387.0,13990.0,-140.0,1,1,1
199449,30,2022-07-16 11:13:20,680,1.0,19709.0,1394.0,13990.0,-140.0,1,1,1
199276,30,2022-07-16 11:13:20,681,1.0,20134.0,1364.0,13990.0,990.0,1,1,1
199387,30,2022-07-16 11:13:20,840,0.0,13.0,0.0,0.0,-160.0,0,0,0
199381,30,2022-07-16 11:13:20,841,0.0,13.0,0.0,0.0,-160.0,0,0,0
199377,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,-160.0,0,0,0
199375,30,2022-07-16 11:13:20,884,0.0,13.0,0.0,0.0,-140.0,0,0,0
199341,30,2022-07-16 11:13:20,841,0.0,13.0,0.0,0.0,110.0,0,0,0
199343,30,2022-07-16 11:13:20,843,0.0,13.0,0.0,0.0,70.0,0,0,0
199345,30,2022-07-16 11:13:20,908,0.0,13.0,0.0,0.0,30.0,0,0,0
199347,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,0.0,0,0,0
199349,30,2022-07-16 11:13:20,841,0.0,13.0,0.0,0.0,-20.0,0,0,0
199351,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,-50.0,0,0,0
199355,30,2022-07-16 11:13:20,859,0.0,13.0,0.0,0.0,-80.0,0,0,0
199357,30,2022-07-16 11:13:20,841,0.0,13.0,0.0,0.0,-100.0,0,0,0
199361,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,-120.0,0,0,0
199363,30,2022-07-16 11:13:20,843,0.0,13.0,0.0,0.0,-120.0,0,0,0
199365,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,-140.0,0,0,0
199353,30,2022-07-16 11:13:20,841,0.0,13.0,0.0,0.0,-50.0,0,0,0
199183,30,2022-07-16 11:13:20,679,1.0,20054.0,1377.0,13990.0,-90.0,1,1,1
199184,30,2022-07-16 11:13:20,13126,1.0,,,,,0,0,0
199186,30,2022-07-16 11:13:20,680,1.0,19955.0,1374.0,13990.0,-50.0,1,1,1
199188,30,2022-07-16 11:13:20,679,1.0,19913.0,1372.0,13990.0,,1,1,1
199190,30,2022-07-16 11:13:20,682,1.0,19886.0,1371.0,13990.0,50.0,1,1,1
199192,30,2022-07-16 11:13:20,679,1.0,19878.0,1370.0,13990.0,110.0,1,1,1
199194,30,2022-07-16 11:13:20,679,1.0,1987.0,1369.0,13990.0,190.0,1,1,0
199196,30,2022-07-16 11:13:20,680,1.0,19875.0,1368.0,13990.0,270.0,1,1,1
199198,30,2022-07-16 11:13:20,680,1.0,19886.0,1367.0,13990.0,350.0,1,1,1
199200,30,2022-07-16 11:13:20,680,1.0,19906.0,1366.0,13990.0,430.0,1,1,1
199202,30,2022-07-16 11:13:20,681,1.0,19929.0,1366.0,13990.0,530.0,1,1,1
199181,30,2022-07-16 11:13:20,843,0.0,13.0,0.0,0.0,-150.0,0,0,0
199179,30,2022-07-16 11:13:20,844,0.0,13.0,0.0,0.0,-150.0,0,0,0
199119,30,2022-07-16 11:13:20,841,0.0,13.0,0.0,0.0,-170.0,0,0,0
199125,30,2022-07-16 11:13:20,883,0.0,13.0,0.0,0.0,-170.0,0,0,0
199127,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,-170.0,0,0,0
199139,30,2022-07-16 11:13:20,843,0.0,13.0,0.0,0.0,-170.0,0,0,0
199204,30,2022-07-16 11:13:20,680,1.0,19954.0,1365.0,13990.0,610.0,1,1,1
199155,30,2022-07-16 11:13:20,884,0.0,13.0,0.0,0.0,-170.0,0,0,0
199163,30,2022-07-16 11:13:20,708,1.0,20323.0,1385.0,13990.0,-150.0,1,1,1
199165,30,2022-07-16 11:13:20,680,1.0,20377.0,1387.0,13990.0,-130.0,1,1,1
199167,30,2022-07-16 11:13:20,680,1.0,19946.0,1394.0,13990.0,-130.0,1,1,1
199169,30,2022-07-16 11:13:20,841,0.0,13.0,0.0,0.0,-150.0,0,0,0
199171,30,2022-07-16 11:13:20,842,0.0,13.0,0.0,0.0,-150.0,0,0,0
199238,30,2022-07-16 11:13:20,682,1.0,20107.0,1364.0,13990.0,950.0,1,1,1
199240,30,2022-07-16 11:13:20,682,1.0,20111.0,1364.0,13990.0,950.0,1,1,1
199242,30,2022-07-16 11:13:20,681,1.0,20113.0,1364.0,13990.0,950.0,1,1,1
199244,30,2022-07-16 11:13:20,681,1.0,20114.0,1364.0,13990.0,950.0,1,1,1
199246,30,2022-07-16 11:13:20,682,1.0,20118.0,1364.0,13990.0,970.0,1,1,1
199248,30,2022-07-16 11:13:20,682,1.0,20122.0,1364.0,13990.0,970.0,1,1,1
199250,30,2022-07-16 11:13:20,683,1.0,20122.0,1364.0,13990.0,970.0,1,1,1
199252,30,2022-07-16 11:13:20,681,1.0,20124.0,1364.0,13990.0,970.0,1,1,1
199261,30,2022-07-16 11:13:20,681,1.0,20129.0,1364.0,13990.0,970.0,1,1,1
199262,30,2022-07-16 11:13:20,13101,1.0,,,,,0,0,0
199266,30,2022-07-16 11:13:20,681,1.0,20132.0,1364.0,13990.0,970.0,1,1,1
199268,30,2022-07-16 11:13:20,682,1.0,2013.0,1364.0,13990.0,970.0,1,1,0
199272,30,2022-07-16 11:13:20,681,1.0,20132.0,1364.0,13990.0,990.0,1,1,1
199206,30,2022-07-16 11:13:20,681,1.0,1998.0,1365.0,13990.0,670.0,1,1,0
199235,30,2022-07-16 11:13:20,682,1.0,20103.0,1364.0,13990.0,950.0,1,1,1
199254,30,2022-07-16 11:13:20,681,1.0,20126.0,1364.0,13990.0,970.0,1,1,1
199232,30,2022-07-16 11:13:20,680,1.0,20097.0,1363.0,13990.0,950.0,1,1,1
199209,30,2022-07-16 11:13:20,681,1.0,20005.0,1364.0,13990.0,750.0,1,1,1
199210,30,2022-07-16 11:13:20,13100,1.0,,,,,0,0,0
199212,30,2022-07-16 11:13:20,680,1.0,20019.0,1364.0,13990.0,790.0,1,1,1
199214,30,2022-07-16 11:13:20,681,1.0,20029.0,1364.0,13990.0,830.0,1,1,1
199216,30,2022-07-16 11:13:20,682,1.0,20039.0,1364.0,13990.0,850.0,1,1,1
199274,30,2022-07-16 11:13:20,681,1.0,20135.0,1364.0,13990.0,990.0,1,1,1
199220,30,2022-07-16 11:13:20,682,1.0,20055.0,1364.0,13990.0,870.0,1,1,1
199222,30,2022-07-16 11:13:20,682,1.0,20063.0,1363.0,13990.0,890.0,1,1,1
199224,30,2022-07-16 11:13:20,680,1.0,20072.0,1363.0,13990.0,910.0,1,1,1
199226,30,2022-07-16 11:13:20,680,1.0,20075.0,1363.0,13990.0,930.0,1,1,1
199230,30,2022-07-16 11:13:20,682,1.0,20089.0,1364.0,13990.0,930.0,1,1,1
199228,30,2022-07-16 11:13:20,681,1.0,20084.0,1364.0,13990.0,930.0,1,1,1
199218,30,2022-07-16 11:13:20,682,1.0,20047.0,1364.0,13990.0,870.0,1,1,1
199639,30,2022-07-16 14:00:00,841,0.0,13.0,0.0,0.0,-120.0,0,0,0
199641,30,2022-07-16 14:00:00,840,0.0,13.0,0.0,0.0,-120.0,0,0,0
199637,30,2022-07-16 14:00:00,842,0.0,13.0,0.0,0.0,-100.0,0,0,0
199631,30,2022-07-16 14:00:00,842,0.0,13.0,0.0,0.0,-50.0,0,0,0
199633,30,2022-07-16 14:00:00,842,0.0,13.0,0.0,0.0,-70.0,0,0,0
199629,30,2022-07-16 14:00:00,841,0.0,13.0,0.0,0.0,-20.0,0,0,0
199635,30,2022-07-16 14:00:00,841,0.0,13.0,0.0,0.0,-70.0,0,0,0
199643,30,2022-07-16 14:00:00,844,0.0,13.0,0.0,0.0,-120.0,0,0,0
199665,30,2022-07-16 14:00:00,844,0.0,13.0,0.0,0.0,-160.0,0,0,0
199647,30,2022-07-16 14:00:00,841,0.0,13.0,0.0,0.0,-140.0,0,0,0
199649,30,2022-07-16 14:00:00,844,0.0,13.0,0.0,0.0,-140.0,0,0,0
199653,30,2022-07-16 14:00:00,842,0.0,13.0,0.0,0.0,-140.0,0,0,0
199657,30,2022-07-16 14:00:00,882,0.0,13.0,0.0,0.0,-160.0,0,0,0
199659,30,2022-07-16 14:00:00,842,0.0,13.0,0.0,0.0,-160.0,0,0,0
199661,30,2022-07-16 14:00:00,841,0.0,13.0,0.0,0.0,-160.0,0,0,0
199663,30,2022-07-16 14:00:00,843,0.0,13.0,0.0,0.0,-160.0,0,0,0
199671,30,2022-07-16 14:00:00,842,0.0,13.0,0.0,0.0,-180.0,0,0,0
199675,30,2022-07-16 14:00:00,843,0.0,13.0,0.0,0.0,-180.0,0,0,0
199645,30,2022-07-16 14:00:00,840,0.0,13.0,0.0,0.0,-140.0,0,0,0
199627,30,2022-07-16 14:00:00,883,0.0,13.0,0.0,0.0,0.0,0,0,0
199625,30,2022-07-16 14:00:00,841,0.0,13.0,0.0,0.0,30.0,0,0,0
199677,30,2022-07-16 14:00:00,853,0.0,13.0,0.0,0.0,-180.0,0,0,0
199599,30,2022-07-16 14:00:00,843,0.0,13.0,0.0,0.0,760.0,0,0,0
199601,30,2022-07-16 14:00:00,843,0.0,13.0,0.0,0.0,690.0,0,0,0
199603,30,2022-07-16 14:00:00,844,0.0,13.0,0.0,0.0,630.0,0,0,0
199607,30,2022-07-16 14:00:00,847,0.0,13.0,0.0,0.0,490.0,0,0,0
199609,30,2022-07-16 14:00:00,843,0.0,13.0,0.0,0.0,410.0,0,0,0
199611,30,2022-07-16 14:00:00,841,0.0,13.0,0.0,0.0,350.0,0,0,0
199613,30,2022-07-16 14:00:00,842,0.0,13.0,0.0,0.0,300.0,0,0,0
199615,30,2022-07-16 14:00:00,842,0.0,13.0,0.0,0.0,250.0,0,0,0
199617,30,2022-07-16 14:00:00,873,0.0,13.0,0.0,0.0,190.0,0,0,0
199619,30,2022-07-16 14:00:00,842,0.0,13.0,0.0,0.0,140.0,0,0,0
199621,30,2022-07-16 14:00:00,841,0.0,13.0,0.0,0.0,100.0,0,0,0
199623,30,2022-07-16 14:00:00,842,0.0,13.0,0.0,0.0,50.0,0,0,0
199683,30,2022-07-16 14:00:00,841,0.0,13.0,0.0,0.0,-180.0,0,0,0
199761,30,2022-07-16 14:00:00,680,1.0,1988.0,1368.0,13990.0,270.0,1,1,0
199763,30,2022-07-16 14:00:00,679,1.0,19895.0,1367.0,13990.0,350.0,1,1,1
199765,30,2022-07-16 14:00:00,680,1.0,19912.0,1367.0,13990.0,450.0,1,1,1
199767,30,2022-07-16 14:00:00,682,1.0,19936.0,1366.0,13990.0,550.0,1,1,1
199769,30,2022-07-16 14:00:00,680,1.0,19961.0,1366.0,13990.0,630.0,1,1,1
199772,30,2022-07-16 14:00:00,13268,1.0,19987.0,1365.0,13990.0,710.0,1,1,1
199774,30,2022-07-16 14:00:00,680,1.0,20011.0,1365.0,13990.0,750.0,1,1,1
199777,30,2022-07-16 14:00:00,680,1.0,20029.0,1365.0,13990.0,790.0,1,1,1
199597,30,2022-07-16 14:00:00,2113,0.0,13.0,0.0,0.0,850.0,0,0,0
199781,30,2022-07-16 14:00:00,680,1.0,2005.0,1365.0,13990.0,850.0,1,1,0
199783,30,2022-07-16 14:00:00,681,1.0,20059.0,1365.0,13990.0,870.0,1,1,1
199785,30,2022-07-16 14:00:00,13269,1.0,20068.0,1364.0,13990.0,870.0,1,1,1
199787,30,2022-07-16 14:00:00,681,1.0,20076.0,1364.0,13990.0,890.0,1,1,1
199789,30,2022-07-16 14:00:00,681,1.0,20082.0,1364.0,13990.0,910.0,1,1,1
199775,30,2022-07-16 14:00:00,13100,1.0,,,,,0,0,0
199759,30,2022-07-16 14:00:00,13292,1.0,19871.0,1369.0,13990.0,210.0,1,1,1
199757,30,2022-07-16 14:00:00,680,1.0,19875.0,1370.0,13990.0,110.0,1,1,1
199687,30,2022-07-16 14:00:00,884,0.0,13.0,0.0,0.0,-180.0,0,0,0
199693,30,2022-07-16 14:00:00,844,0.0,13.0,0.0,0.0,-180.0,0,0,0
199720,30,2022-07-16 14:00:00,849,0.0,13.0,0.0,0.0,-180.0,0,0,0
199722,30,2022-07-16 14:00:00,882,0.0,13.0,0.0,0.0,-180.0,0,0,0
199728,30,2022-07-16 14:00:00,840,0.0,13.0,0.0,0.0,-150.0,0,0,0
199730,30,2022-07-16 14:00:00,708,1.0,20279.0,1384.0,13990.0,-130.0,1,1,1
199732,30,2022-07-16 14:00:00,680,1.0,20336.0,1387.0,13990.0,-130.0,1,1,1
199734,30,2022-07-16 14:00:00,680,1.0,19789.0,1394.0,13990.0,-130.0,1,1,1
199746,30,2022-07-16 14:00:00,843,0.0,13.0,0.0,0.0,-150.0,0,0,0
199748,30,2022-07-16 14:00:00,680,1.0,20051.0,1377.0,13990.0,-90.0,1,1,1
199749,30,2022-07-16 14:00:00,13101,1.0,,,,,0,0,0
199751,30,2022-07-16 14:00:00,679,1.0,19953.0,1374.0,13990.0,-50.0,1,1,1
199753,30,2022-07-16 14:00:00,680,1.0,19911.0,1372.0,13990.0,,1,1,1
199755,30,2022-07-16 14:00:00,679,1.0,19884.0,1371.0,13990.0,50.0,1,1,1
199605,30,2022-07-16 14:00:00,842,0.0,13.0,0.0,0.0,550.0,0,0,0
199489,30,2022-07-16 14:00:00,679,1.0,20007.0,1365.0,13990.0,750.0,1,1,1
199490,30,2022-07-16 14:00:00,13098,1.0,,,,,0,0,0
199492,30,2022-07-16 14:00:00,681,1.0,20024.0,1365.0,13990.0,790.0,1,1,1
199494,30,2022-07-16 14:00:00,681,1.0,20039.0,1365.0,13990.0,830.0,1,1,1
199496,30,2022-07-16 14:00:00,680,1.0,20046.0,1365.0,13990.0,850.0,1,1,1
199498,30,2022-07-16 14:00:00,679,1.0,20055.0,1365.0,13990.0,870.0,1,1,1
199487,30,2022-07-16 14:00:00,13266,1.0,1998.0,1365.0,13990.0,710.0,1,1,0
199500,30,2022-07-16 14:00:00,13268,1.0,20065.0,1364.0,13990.0,870.0,1,1,1
199502,30,2022-07-16 14:00:00,732,1.0,20073.0,1364.0,13990.0,890.0,1,1,1
199504,30,2022-07-16 14:00:00,681,1.0,20078.0,1364.0,13990.0,910.0,1,1,1
199506,30,2022-07-16 14:00:00,682,1.0,20087.0,1364.0,13990.0,930.0,1,1,1
199508,30,2022-07-16 14:00:00,682,1.0,20092.0,1364.0,13990.0,930.0,1,1,1
199510,30,2022-07-16 14:00:00,681,1.0,20097.0,1364.0,13990.0,930.0,1,1,1
199513,30,2022-07-16 14:00:00,13268,1.0,20101.0,1364.0,13990.0,950.0,1,1,1
199484,30,2022-07-16 14:00:00,680,1.0,19955.0,1365.0,13990.0,610.0,1,1,1
199457,30,2022-07-16 14:00:00,841,0.0,13.0,0.0,0.0,-150.0,0,0,0
199459,30,2022-07-16 14:00:00,842,0.0,13.0,0.0,0.0,-150.0,0,0,0
199595,30,2022-07-16 14:00:00,843,0.0,13.0,0.0,0.0,880.0,0,0,0
199463,30,2022-07-16 14:00:00,679,1.0,20039.0,1377.0,13990.0,-90.0,1,1,1
199464,30,2022-07-16 14:00:00,13108,1.0,,,,,0,0,0
199466,30,2022-07-16 14:00:00,680,1.0,19945.0,1373.0,13990.0,-50.0,1,1,1
199468,30,2022-07-16 14:00:00,679,1.0,19903.0,1371.0,13990.0,,1,1,1
199470,30,2022-07-16 14:00:00,681,1.0,1988.0,1370.0,13990.0,50.0,1,1,0
199472,30,2022-07-16 14:00:00,680,1.0,19866.0,1369.0,13990.0,110.0,1,1,1
199474,30,2022-07-16 14:00:00,13277,1.0,19861.0,1368.0,13990.0,190.0,1,1,1
199476,30,2022-07-16 14:00:00,679,1.0,19869.0,1367.0,13990.0,270.0,1,1,1
199478,30,2022-07-16 14:00:00,679,1.0,19882.0,1367.0,13990.0,350.0,1,1,1
199480,30,2022-07-16 14:00:00,680,1.0,19903.0,1366.0,13990.0,450.0,1,1,1
199482,30,2022-07-16 14:00:00,682,1.0,19929.0,1366.0,13990.0,530.0,1,1,1
199515,30,2022-07-16 14:00:00,683,1.0,20107.0,1364.0,13990.0,950.0,1,1,1
199520,30,2022-07-16 14:00:00,683,1.0,20112.0,1364.0,13990.0,950.0,1,1,1
199562,30,2022-07-16 14:00:00,682,1.0,20127.0,1364.0,13990.0,990.0,1,1,1
199565,30,2022-07-16 14:00:00,13265,1.0,20125.0,1363.0,13990.0,990.0,1,1,1
199567,30,2022-07-16 14:00:00,682,1.0,20124.0,1364.0,13990.0,990.0,1,1,1
199568,30,2022-07-16 14:00:00,13099,1.0,,,,,0,0,0
199570,30,2022-07-16 14:00:00,680,1.0,20122.0,1363.0,13990.0,990.0,1,1,1
