,serial_no,date,delta_t_ms,on-off,active_power_mw,output_voltage_v,output_current_ma,cg_temperature_cel,output_voltage_on_off,output_current_on_off,active_power_on_off
199574,30,2022-07-16 14:00:00,903,0.0,13.0,0.0,6880.0,950.0,0,0,0
199576,30,2022-07-16 14:00:00,681,1.0,20184.0,1367.0,13990.0,970.0,1,1,1
199578,30,2022-07-16 14:00:00,13713,1.0,20154.0,1366.0,13990.0,970.0,1,1,1
199580,30,2022-07-16 14:00:00,681,1.0,20139.0,1365.0,13990.0,980.0,1,1,1
199582,30,2022-07-16 14:00:00,681,1.0,20138.0,1365.0,13990.0,980.0,1,1,1
199584,30,2022-07-16 14:00:00,843,0.0,13.0,0.0,0.0,960.0,0,0,0
199586,30,2022-07-16 14:00:00,902,0.0,13.0,0.0,6880.0,950.0,0,0,0
199591,30,2022-07-16 14:00:00,13267,1.0,20162.0,1367.0,13990.0,960.0,1,1,1
199593,30,2022-07-16 14:00:00,842,0.0,13.0,0.0,0.0,930.0,0,0,0
199518,30,2022-07-16 14:00:00,682,1.0,20109.0,1364.0,13990.0,950.0,1,1,1
199560,30,2022-07-16 14:00:00,682,1.0,20128.0,1364.0,13990.0,990.0,1,1,1
199588,30,2022-07-16 14:00:00,682,1.0,20194.0,1368.0,13990.0,960.0,1,1,1
199556,30,2022-07-16 14:00:00,681,1.0,20127.0,1364.0,13990.0,990.0,1,1,1
199522,30,2022-07-16 14:00:00,681,1.0,20114.0,1364.0,13990.0,950.0,1,1,1
199524,30,2022-07-16 14:00:00,681,1.0,20116.0,1364.0,13990.0,950.0,1,1,1
199526,30,2022-07-16 14:00:00,13267,1.0,2012.0,1364.0,13990.0,970.0,1,1,0
199530,30,2022-07-16 14:00:00,681,1.0,20124.0,1364.0,13990.0,970.0,1,1,1
199532,30,2022-07-16 14:00:00,683,1.0,20124.0,1364.0,13990.0,970.0,1,1,1
199534,30,2022-07-16 14:00:00,682,1.0,20125.0,1364.0,13990.0,970.0,1,1,1
199536,30,2022-07-16 14:00:00,681,1.0,20126.0,1364.0,13990.0,970.0,1,1,1
199528,30,2022-07-16 14:00:00,681,1.0,20122.0,1364.0,13990.0,970.0,1,1,1
199539,30,2022-07-16 14:00:00,13269,1.0,20125.0,1364.0,13990.0,970.0,1,1,1
199541,30,2022-07-16 14:00:00,687,1.0,20127.0,1364.0,13990.0,970.0,1,1,1
199542,30,2022-07-16 14:00:00,13097,1.0,,,,,0,0,0
199544,30,2022-07-16 14:00:00,681,1.0,20128.0,1364.0,13990.0,970.0,1,1,1
199548,30,2022-07-16 14:00:00,681,1.0,2013.0,1364.0,13990.0,970.0,1,1,0
199554,30,2022-07-16 14:00:00,682,1.0,20129.0,1364.0,13990.0,990.0,1,1,1
199552,30,2022-07-16 14:00:00,13268,1.0,20128.0,1364.0,13990.0,990.0,1,1,1
200022,30,2022-07-16 16:46:40,679,1.0,19916.0,1372.0,13990.0,,1,1,1
200020,30,2022-07-16 16:46:40,844,0.0,13.0,0.0,0.0,-150.0,0,0,0
200014,30,2022-07-16 16:46:40,680,1.0,19926.0,1394.0,13990.0,-130.0,1,1,1
200012,30,2022-07-16 16:46:40,680,1.0,20357.0,1388.0,13990.0,-130.0,1,1,1
200010,30,2022-07-16 16:46:40,708,1.0,2030.0,1385.0,13990.0,-130.0,1,1,0
200038,30,2022-07-16 16:46:40,679,1.0,19895.0,1367.0,13990.0,350.0,1,1,1
200030,30,2022-07-16 16:46:40,678,1.0,19889.0,1371.0,13990.0,50.0,1,1,1
200032,30,2022-07-16 16:46:40,680,1.0,19872.0,1370.0,13990.0,110.0,1,1,1
200034,30,2022-07-16 16:46:40,13266,1.0,1987.0,1369.0,13990.0,190.0,1,1,0
200036,30,2022-07-16 16:46:40,680,1.0,19882.0,1368.0,13990.0,270.0,1,1,1
200040,30,2022-07-16 16:46:40,679,1.0,19912.0,1367.0,13990.0,450.0,1,1,1
200042,30,2022-07-16 16:46:40,680,1.0,19936.0,1366.0,13990.0,530.0,1,1,1
199952,30,2022-07-16 16:46:40,842,0.0,13.0,0.0,0.0,-170.0,0,0,0
199928,30,2022-07-16 16:46:40,842,0.0,13.0,0.0,0.0,-130.0,0,0,0
199926,30,2022-07-16 16:46:40,844,0.0,13.0,0.0,0.0,-130.0,0,0,0
199924,30,2022-07-16 16:46:40,842,0.0,13.0,0.0,0.0,-100.0,0,0,0
199922,30,2022-07-16 16:46:40,841,0.0,13.0,0.0,0.0,-90.0,0,0,0
199930,30,2022-07-16 16:46:40,843,0.0,13.0,0.0,0.0,-130.0,0,0,0
199932,30,2022-07-16 16:46:40,842,0.0,13.0,0.0,0.0,-150.0,0,0,0
199936,30,2022-07-16 16:46:40,843,0.0,13.0,0.0,0.0,-150.0,0,0,0
199942,30,2022-07-16 16:46:40,882,0.0,13.0,0.0,0.0,-150.0,0,0,0
199946,30,2022-07-16 16:46:40,841,0.0,13.0,0.0,0.0,-150.0,0,0,0
199948,30,2022-07-16 16:46:40,843,0.0,13.0,0.0,0.0,-170.0,0,0,0
199950,30,2022-07-16 16:46:40,840,0.0,13.0,0.0,0.0,-170.0,0,0,0
199964,30,2022-07-16 16:46:40,841,0.0,13.0,0.0,0.0,-170.0,0,0,0
199972,30,2022-07-16 16:46:40,883,0.0,13.0,0.0,0.0,-170.0,0,0,0
199980,30,2022-07-16 16:46:40,844,0.0,13.0,0.0,0.0,-170.0,0,0,0
199982,30,2022-07-16 16:46:40,854,0.0,13.0,0.0,0.0,-170.0,0,0,0
199992,30,2022-07-16 16:46:40,872,0.0,13.0,0.0,0.0,-170.0,0,0,0
200044,30,2022-07-16 16:46:40,680,1.0,19961.0,1366.0,13990.0,610.0,1,1,1
200047,30,2022-07-16 16:46:40,13266,1.0,19987.0,1365.0,13990.0,690.0,1,1,1
200084,30,2022-07-16 16:46:40,681,1.0,20117.0,1364.0,13990.0,950.0,1,1,1
200086,30,2022-07-16 16:46:40,13266,1.0,2012.0,1364.0,13990.0,970.0,1,1,0
200088,30,2022-07-16 16:46:40,681,1.0,20121.0,1364.0,13990.0,970.0,1,1,1
200090,30,2022-07-16 16:46:40,682,1.0,20122.0,1364.0,13990.0,970.0,1,1,1
200092,30,2022-07-16 16:46:40,681,1.0,20124.0,1364.0,13990.0,970.0,1,1,1
200094,30,2022-07-16 16:46:40,681,1.0,20125.0,1364.0,13990.0,970.0,1,1,1
200096,30,2022-07-16 16:46:40,681,1.0,20127.0,1364.0,13990.0,970.0,1,1,1
200082,30,2022-07-16 16:46:40,682,1.0,20113.0,1364.0,13990.0,950.0,1,1,1
200101,30,2022-07-16 16:46:40,683,1.0,2013.0,1364.0,13990.0,970.0,1,1,0
200104,30,2022-07-16 16:46:40,682,1.0,20133.0,1364.0,13990.0,970.0,1,1,1
200106,30,2022-07-16 16:46:40,681,1.0,20131.0,1364.0,13990.0,970.0,1,1,1
200110,30,2022-07-16 16:46:40,681,1.0,20133.0,1364.0,13990.0,970.0,1,1,1
200112,30,2022-07-16 16:46:40,13267,1.0,20132.0,1364.0,13990.0,990.0,1,1,1
200114,30,2022-07-16 16:46:40,682,1.0,20132.0,1364.0,13990.0,990.0,1,1,1
200099,30,2022-07-16 16:46:40,13269,1.0,20129.0,1364.0,13990.0,970.0,1,1,1
200080,30,2022-07-16 16:46:40,682,1.0,20109.0,1364.0,13990.0,950.0,1,1,1
200078,30,2022-07-16 16:46:40,682,1.0,20105.0,1364.0,13990.0,950.0,1,1,1
200049,30,2022-07-16 16:46:40,679,1.0,20006.0,1365.0,13990.0,750.0,1,1,1
200050,30,2022-07-16 16:46:40,13097,1.0,,,,,0,0,0
200052,30,2022-07-16 16:46:40,680,1.0,20022.0,1365.0,13990.0,790.0,1,1,1
200054,30,2022-07-16 16:46:40,682,1.0,20036.0,1364.0,13990.0,830.0,1,1,1
200056,30,2022-07-16 16:46:40,681,1.0,20042.0,1364.0,13990.0,850.0,1,1,1
200058,30,2022-07-16 16:46:40,680,1.0,20049.0,1364.0,13990.0,870.0,1,1,1
200060,30,2022-07-16 16:46:40,13266,1.0,20056.0,1364.0,13990.0,870.0,1,1,1
200062,30,2022-07-16 16:46:40,696,1.0,20066.0,1364.0,13990.0,890.0,1,1,1
200064,30,2022-07-16 16:46:40,682,1.0,2007.0,1364.0,13990.0,910.0,1,1,0
200066,30,2022-07-16 16:46:40,680,1.0,20078.0,1363.0,13990.0,930.0,1,1,1
200068,30,2022-07-16 16:46:40,680,1.0,20082.0,1363.0,13990.0,930.0,1,1,1
200070,30,2022-07-16 16:46:40,680,1.0,20087.0,1363.0,13990.0,930.0,1,1,1
200073,30,2022-07-16 16:46:40,13294,1.0,20093.0,1364.0,13990.0,950.0,1,1,1
200075,30,2022-07-16 16:46:40,680,1.0,20103.0,1364.0,13990.0,950.0,1,1,1
200076,30,2022-07-16 16:46:40,13096,1.0,,,,,0,0,0
199920,30,2022-07-16 16:46:40,842,0.0,13.0,0.0,0.0,-90.0,0,0,0
199918,30,2022-07-16 16:46:40,841,0.0,13.0,0.0,0.0,-70.0,0,0,0
199821,30,2022-07-16 16:46:40,680,1.0,20118.0,1363.0,13990.0,970.0,1,1,1
199824,30,2022-07-16 16:46:40,13272,1.0,20118.0,1363.0,13990.0,970.0,1,1,1
199827,30,2022-07-16 16:46:40,13112,1.0,,,,,0,0,0
199829,30,2022-07-16 16:46:40,680,1.0,20119.0,1363.0,13990.0,970.0,1,1,1
199831,30,2022-07-16 16:46:40,680,1.0,20121.0,1363.0,13990.0,970.0,1,1,1
199833,30,2022-07-16 16:46:40,682,1.0,20122.0,1363.0,13990.0,970.0,1,1,1
199835,30,2022-07-16 16:46:40,681,1.0,20123.0,1363.0,13990.0,970.0,1,1,1
199819,30,2022-07-16 16:46:40,681,1.0,20117.0,1363.0,13990.0,970.0,1,1,1
199837,30,2022-07-16 16:46:40,13281,1.0,20125.0,1364.0,13990.0,990.0,1,1,1
199839,30,2022-07-16 16:46:40,682,1.0,20126.0,1364.0,13990.0,990.0,1,1,1
199841,30,2022-07-16 16:46:40,681,1.0,20127.0,1364.0,13990.0,990.0,1,1,1
199843,30,2022-07-16 16:46:40,681,1.0,20128.0,1364.0,13990.0,990.0,1,1,1
199847,30,2022-07-16 16:46:40,685,1.0,20127.0,1364.0,13990.0,990.0,1,1,1
199850,30,2022-07-16 16:46:40,13269,1.0,20129.0,1364.0,13990.0,990.0,1,1,1
199852,30,2022-07-16 16:46:40,682,1.0,20131.0,1364.0,13990.0,990.0,1,1,1
199853,30,2022-07-16 16:46:40,13102,1.0,,,,,0,0,0
199855,30,2022-07-16 16:46:40,681,1.0,20129.0,1364.0,13990.0,990.0,1,1,1
199817,30,2022-07-16 16:46:40,680,1.0,20115.0,1363.0,13990.0,970.0,1,1,1
199701,30,2022-07-16 16:46:40,679,1.0,20047.0,1377.0,13990.0,-90.0,1,1,1
199702,30,2022-07-16 16:46:40,13104,1.0,,,,,0,0,0
199704,30,2022-07-16 16:46:40,680,1.0,19955.0,1374.0,13990.0,-50.0,1,1,1
199791,30,2022-07-16 16:46:40,681,1.0,20087.0,1364.0,13990.0,930.0,1,1,1
199793,30,2022-07-16 16:46:40,681,1.0,20096.0,1364.0,13990.0,930.0,1,1,1
199795,30,2022-07-16 16:46:40,682,1.0,20099.0,1364.0,13990.0,930.0,1,1,1
199815,30,2022-07-16 16:46:40,682,1.0,20115.0,1364.0,13990.0,970.0,1,1,1
199798,30,2022-07-16 16:46:40,13288,1.0,20104.0,1364.0,13990.0,950.0,1,1,1
199800,30,2022-07-16 16:46:40,682,1.0,20106.0,1364.0,13990.0,950.0,1,1,1
199801,30,2022-07-16 16:46:40,13099,1.0,,,,,0,0,0
199803,30,2022-07-16 16:46:40,681,1.0,2011.0,1364.0,13990.0,950.0,1,1,0
199805,30,2022-07-16 16:46:40,681,1.0,20113.0,1364.0,13990.0,950.0,1,1,1
199807,30,2022-07-16 16:46:40,682,1.0,20111.0,1364.0,13990.0,950.0,1,1,1
199809,30,2022-07-16 16:46:40,681,1.0,20114.0,1364.0,13990.0,950.0,1,1,1
199811,30,2022-07-16 16:46:40,13266,1.0,20113.0,1364.0,13990.0,970.0,1,1,1
199813,30,2022-07-16 16:46:40,682,1.0,20116.0,1364.0,13990.0,970.0,1,1,1
199857,30,2022-07-16 16:46:40,683,1.0,20129.0,1364.0,13990.0,990.0,1,1,1
199859,30,2022-07-16 16:46:40,901,0.0,13.0,0.0,6880.0,950.0,0,0,0
199892,30,2022-07-16 16:46:40,841,0.0,13.0,0.0,0.0,490.0,0,0,0
199894,30,2022-07-16 16:46:40,841,0.0,13.0,0.0,0.0,410.0,0,0,0
199896,30,2022-07-16 16:46:40,841,0.0,13.0,0.0,0.0,350.0,0,0,0
199898,30,2022-07-16 16:46:40,841,0.0,13.0,0.0,0.0,290.0,0,0,0
199900,30,2022-07-16 16:46:40,843,0.0,13.0,0.0,0.0,240.0,0,0,0
199902,30,2022-07-16 16:46:40,856,0.0,13.0,0.0,0.0,190.0,0,0,0
199904,30,2022-07-16 16:46:40,843,0.0,13.0,0.0,0.0,140.0,0,0,0
199906,30,2022-07-16 16:46:40,842,0.0,13.0,0.0,0.0,110.0,0,0,0
199908,30,2022-07-16 16:46:40,844,0.0,13.0,0.0,0.0,60.0,0,0,0
199910,30,2022-07-16 16:46:40,844,0.0,13.0,0.0,0.0,30.0,0,0,0
199912,30,2022-07-16 16:46:40,882,0.0,13.0,0.0,0.0,0.0,0,0,0
199916,30,2022-07-16 16:46:40,841,0.0,13.0,0.0,0.0,-50.0,0,0,0
199890,30,2022-07-16 16:46:40,844,0.0,13.0,0.0,0.0,550.0,0,0,0
199914,30,2022-07-16 16:46:40,843,0.0,13.0,0.0,0.0,-20.0,0,0,0
199888,30,2022-07-16 16:46:40,844,0.0,13.0,0.0,0.0,630.0,0,0,0
199861,30,2022-07-16 16:46:40,681,1.0,20192.0,1368.0,13990.0,970.0,1,1,1
199865,30,2022-07-16 16:46:40,681,1.0,20153.0,1366.0,13990.0,980.0,1,1,1
199867,30,2022-07-16 16:46:40,681,1.0,20151.0,1366.0,13990.0,980.0,1,1,1
199869,30,2022-07-16 16:46:40,842,0.0,13.0,0.0,0.0,960.0,0,0,0
199873,30,2022-07-16 16:46:40,682,1.0,2020.0,1369.0,13990.0,960.0,1,1,0
199863,30,2022-07-16 16:46:40,13711,1.0,20166.0,1367.0,13990.0,970.0,1,1,1
199876,30,2022-07-16 16:46:40,13266,1.0,20169.0,1367.0,13990.0,960.0,1,1,1
199886,30,2022-07-16 16:46:40,844,0.0,13.0,0.0,0.0,690.0,0,0,0
199884,30,2022-07-16 16:46:40,843,0.0,13.0,0.0,0.0,760.0,0,0,0
199880,30,2022-07-16 16:46:40,844,0.0,13.0,0.0,0.0,880.0,0,0,0
199878,30,2022-07-16 16:46:40,843,0.0,13.0,0.0,0.0,930.0,0,0,0
199882,30,2022-07-16 16:46:40,1328,0.0,13.0,0.0,0.0,830.0,0,0,0
200344,30,2022-07-16 19:33:20,681,1.0,20081.0,1364.0,13990.0,910.0,1,1,1
200342,30,2022-07-16 19:33:20,681,1.0,20075.0,1364.0,13990.0,890.0,1,1,1
200340,30,2022-07-16 19:33:20,13269,1.0,20064.0,1364.0,13990.0,870.0,1,1,1
200338,30,2022-07-16 19:33:20,682,1.0,20057.0,1364.0,13990.0,870.0,1,1,1
200336,30,2022-07-16 19:33:20,681,1.0,20045.0,1364.0,13990.0,850.0,1,1,1
200334,30,2022-07-16 19:33:20,680,1.0,20037.0,1365.0,13990.0,830.0,1,1,1
200346,30,2022-07-16 19:33:20,681,1.0,20086.0,1364.0,13990.0,930.0,1,1,1
200348,30,2022-07-16 19:33:20,681,1.0,20093.0,1364.0,13990.0,930.0,1,1,1
200350,30,2022-07-16 19:33:20,681,1.0,2010.0,1364.0,13990.0,930.0,1,1,0
200353,30,2022-07-16 19:33:20,13267,1.0,20105.0,1364.0,13990.0,950.0,1,1,1
200355,30,2022-07-16 19:33:20,683,1.0,20109.0,1364.0,13990.0,950.0,1,1,1
200358,30,2022-07-16 19:33:20,681,1.0,20112.0,1364.0,13990.0,950.0,1,1,1
200360,30,2022-07-16 19:33:20,681,1.0,20115.0,1364.0,13990.0,950.0,1,1,1
200362,30,2022-07-16 19:33:20,682,1.0,2012.0,1364.0,13990.0,950.0,1,1,0
200332,30,2022-07-16 19:33:20,686,1.0,20023.0,1365.0,13990.0,790.0,1,1,1
200364,30,2022-07-16 19:33:20,681,1.0,2012.0,1364.0,13990.0,950.0,1,1,0
200366,30,2022-07-16 19:33:20,13267,1.0,20123.0,1364.0,13990.0,970.0,1,1,1
200330,30,2022-07-16 19:33:20,13100,1.0,,,,,0,0,0
200306,30,2022-07-16 19:33:20,679,1.0,19941.0,1373.0,13990.0,-50.0,1,1,1
200368,30,2022-07-16 19:33:20,681,1.0,20124.0,1364.0,13990.0,970.0,1,1,1
200308,30,2022-07-16 19:33:20,679,1.0,1990.0,1371.0,13990.0,,1,1,0
200310,30,2022-07-16 19:33:20,680,1.0,19879.0,1370.0,13990.0,50.0,1,1,1
200312,30,2022-07-16 19:33:20,679,1.0,19865.0,1369.0,13990.0,110.0,1,1,1
200314,30,2022-07-16 19:33:20,13266,1.0,19864.0,1368.0,13990.0,190.0,1,1,1
200316,30,2022-07-16 19:33:20,690,1.0,1987.0,1368.0,13990.0,270.0,1,1,0
200318,30,2022-07-16 19:33:20,679,1.0,19885.0,1367.0,13990.0,350.0,1,1,1
200320,30,2022-07-16 19:33:20,679,1.0,19904.0,1367.0,13990.0,450.0,1,1,1
200322,30,2022-07-16 19:33:20,682,1.0,19927.0,1366.0,13990.0,530.0,1,1,1
200324,30,2022-07-16 19:33:20,681,1.0,19955.0,1366.0,13990.0,610.0,1,1,1
200327,30,2022-07-16 19:33:20,13266,1.0,19982.0,1365.0,13990.0,690.0,1,1,1
200329,30,2022-07-16 19:33:20,680,1.0,20008.0,1365.0,13990.0,750.0,1,1,1
200414,30,2022-07-16 19:33:20,871,0.0,13.0,0.0,0.0,950.0,0,0,0
200418,30,2022-07-16 19:33:20,13713,1.0,20157.0,1366.0,13990.0,970.0,1,1,1
200420,30,2022-07-16 19:33:20,679,1.0,2014.0,1365.0,13990.0,970.0,1,1,0
200422,30,2022-07-16 19:33:20,681,1.0,20139.0,1365.0,13990.0,980.0,1,1,1
200424,30,2022-07-16 19:33:20,842,0.0,13.0,0.0,0.0,960.0,0,0,0
200426,30,2022-07-16 19:33:20,875,0.0,13.0,0.0,0.0,930.0,0,0,0
200428,30,2022-07-16 19:33:20,680,1.0,20192.0,1369.0,13990.0,960.0,1,1,1
200431,30,2022-07-16 19:33:20,13266,1.0,20164.0,1367.0,13990.0,960.0,1,1,1
200433,30,2022-07-16 19:33:20,843,0.0,13.0,0.0,0.0,910.0,0,0,0
200435,30,2022-07-16 19:33:20,843,0.0,13.0,0.0,0.0,880.0,0,0,0
200437,30,2022-07-16 19:33:20,2119,0.0,13.0,0.0,0.0,850.0,0,0,0
200441,30,2022-07-16 19:33:20,842,0.0,13.0,0.0,0.0,690.0,0,0,0
200443,30,2022-07-16 19:33:20,842,0.0,13.0,0.0,0.0,630.0,0,0,0
200445,30,2022-07-16 19:33:20,842,0.0,13.0,0.0,0.0,550.0,0,0,0
200304,30,2022-07-16 19:33:20,13099,1.0,,,,,0,0,0
200447,30,2022-07-16 19:33:20,842,0.0,13.0,0.0,0.0,490.0,0,0,0
200416,30,2022-07-16 19:33:20,682,1.0,20182.0,1368.0,13990.0,970.0,1,1,1
200370,30,2022-07-16 19:33:20,682,1.0,20125.0,1364.0,13990.0,970.0,1,1,1
200372,30,2022-07-16 19:33:20,681,1.0,20128.0,1364.0,13990.0,970.0,1,1,1
200376,30,2022-07-16 19:33:20,681,1.0,20129.0,1364.0,13990.0,970.0,1,1,1
200379,30,2022-07-16 19:33:20,13271,1.0,20129.0,1364.0,13990.0,970.0,1,1,1
200381,30,2022-07-16 19:33:20,682,1.0,20129.0,1364.0,13990.0,970.0,1,1,1
200384,30,2022-07-16 19:33:20,682,1.0,20131.0,1364.0,13990.0,970.0,1,1,1
200386,30,2022-07-16 19:33:20,681,1.0,20131.0,1364.0,13990.0,970.0,1,1,1
200388,30,2022-07-16 19:33:20,681,1.0,20132.0,1364.0,13990.0,970.0,1,1,1
200392,30,2022-07-16 19:33:20,13267,1.0,20131.0,1364.0,13990.0,970.0,1,1,1
200394,30,2022-07-16 19:33:20,681,1.0,2013.0,1364.0,13990.0,990.0,1,1,0
200396,30,2022-07-16 19:33:20,681,1.0,20127.0,1364.0,13990.0,990.0,1,1,1
200400,30,2022-07-16 19:33:20,681,1.0,20126.0,1364.0,13990.0,990.0,1,1,1
200402,30,2022-07-16 19:33:20,680,1.0,20126.0,1364.0,13990.0,990.0,1,1,1
200405,30,2022-07-16 19:33:20,13268,1.0,20125.0,1364.0,13990.0,990.0,1,1,1
200407,30,2022-07-16 19:33:20,680,1.0,20125.0,1363.0,13990.0,990.0,1,1,1
200408,30,2022-07-16 19:33:20,13098,1.0,,,,,0,0,0
200410,30,2022-07-16 19:33:20,681,1.0,20124.0,1363.0,13990.0,990.0,1,1,1
200303,30,2022-07-16 19:33:20,680,1.0,20042.0,1377.0,13990.0,-90.0,1,1,1
200151,30,2022-07-16 19:33:20,13266,1.0,2017.0,1367.0,13990.0,960.0,1,1,0
200153,30,2022-07-16 19:33:20,843,0.0,13.0,0.0,0.0,930.0,0,0,0
200155,30,2022-07-16 19:33:20,842,0.0,13.0,0.0,0.0,880.0,0,0,0
200157,30,2022-07-16 19:33:20,1331,0.0,13.0,0.0,0.0,830.0,0,0,0
200159,30,2022-07-16 19:33:20,843,0.0,13.0,0.0,0.0,760.0,0,0,0
200148,30,2022-07-16 19:33:20,680,1.0,2020.0,1369.0,13990.0,960.0,1,1,0
200163,30,2022-07-16 19:33:20,844,0.0,13.0,0.0,0.0,630.0,0,0,0
200165,30,2022-07-16 19:33:20,843,0.0,13.0,0.0,0.0,550.0,0,0,0
200167,30,2022-07-16 19:33:20,843,0.0,13.0,0.0,0.0,490.0,0,0,0
200169,30,2022-07-16 19:33:20,842,0.0,13.0,0.0,0.0,410.0,0,0,0
200171,30,2022-07-16 19:33:20,844,0.0,13.0,0.0,0.0,350.0,0,0,0
200161,30,2022-07-16 19:33:20,843,0.0,13.0,0.0,0.0,690.0,0,0,0
200146,30,2022-07-16 19:33:20,901,0.0,13.0,0.0,6880.0,950.0,0,0,0
200144,30,2022-07-16 19:33:20,844,0.0,13.0,0.0,0.0,960.0,0,0,0
200116,30,2022-07-16 19:33:20,681,1.0,20136.0,1364.0,13990.0,990.0,1,1,1
200118,30,2022-07-16 19:33:20,682,1.0,20132.0,1364.0,13990.0,990.0,1,1,1
200120,30,2022-07-16 19:33:20,682,1.0,20135.0,1364.0,13990.0,990.0,1,1,1
200125,30,2022-07-16 19:33:20,13268,1.0,20132.0,1364.0,13990.0,990.0,1,1,1
200127,30,2022-07-16 19:33:20,684,1.0,20134.0,1364.0,13990.0,990.0,1,1,1
200128,30,2022-07-16 19:33:20,13114,1.0,,,,,0,0,0
200130,30,2022-07-16 19:33:20,681,1.0,20133.0,1364.0,13990.0,990.0,1,1,1
200132,30,2022-07-16 19:33:20,682,1.0,20134.0,1364.0,13990.0,990.0,1,1,1
200134,30,2022-07-16 19:33:20,902,0.0,13.0,0.0,6880.0,950.0,0,0,0
200136,30,2022-07-16 19:33:20,686,1.0,20196.0,1368.0,13990.0,970.0,1,1,1
